"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T1-EIC(+)[M+H]_Substance02 Rt(min)","T1-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance04 Rt(min)","T2-EIC(+)[M+H]_Substance04 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs"
"D15","D15.raw","1/11/2021 5:51:44 PM","228","","YS0500304","","Yuning",0.283,43162.74220,0.393,19929.05953,0.348,132176.76841,0.423,101187.63114,0.469,197376.35962,0.516,34596.03474,0.605,6798.94024,0.350,187750.90124,0.427,181399.70500,0.662,7797.97881,0.889,7700.76064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E15","E15.raw","1/11/2021 5:53:31 PM","229","","YS0500304","","Yuning",0.283,36098.12609,0.375,3740.04371,0.348,57253.58021,0.423,115104.07708,0.485,13187.11287,0.517,7072.32751,0.558,8598.18801,0.350,81684.38420,0.427,243881.60282,0.586,24010.17079,0.668,4880.10753,0.858,9838.53313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,3857.81031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F15","F15.raw","1/11/2021 5:55:18 PM","230","","YS0500304","","Yuning",0.284,42472.75452,0.490,7270.98069,0.350,49836.01970,0.427,149484.86782,0.519,3691.80491,0.536,3747.01804,0.866,12526.64376,0.354,74045.00456,0.429,273205.63854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G15","G15.raw","1/11/2021 5:57:05 PM","231","","YS0500304","","Yuning",0.284,41766.39102,0.331,7004.67681,0.349,83345.28273,0.425,156626.26407,0.376,6854.78975,0.399,6359.87172,0.519,11723.94528,0.352,114116.22935,0.427,320281.75989,0.534,8523.54678,0.556,5203.52780,0.850,4781.31314,0,0,0.486,6339.87331,0.496,9229.40165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H15","H15.raw","1/11/2021 5:58:52 PM","232","","YS0500304","","Yuning",0.283,38881.68384,0.373,7962.94961,0.348,57288.69077,0.424,123598.25945,0.473,37869.14813,0.533,4896.86897,0.848,4802.75230,0.352,88725.18363,0.427,235178.28930,0,0,0,0,0,0,0,0,0.489,16469.39327,0.496,95272.46364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I15","I15.raw","1/11/2021 6:00:39 PM","233","","YS0500304","","Yuning",0.285,48576.44193,0.330,9854.27139,0.348,60242.51324,0.424,92575.21135,0.390,5591.03413,0.490,10468.43081,0.516,6969.55223,0.350,70674.10720,0.427,182599.60654,0.533,6714.96834,0.694,4030.75676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,4206.99891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J15","J15.raw","1/11/2021 6:02:26 PM","234","","YS0500304","","Yuning",0.283,46558.49519,0.394,10642.05393,0.347,96064.64524,0.424,279275.58717,0.482,49954.61714,0.881,9213.15690,0,0,0.350,150946.34695,0.427,574321.61080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K15","K15.raw","1/11/2021 6:04:12 PM","235","","YS0500304","","Yuning",0.284,46356.56696,0.388,18300.22496,0.348,77223.58660,0.424,228500.33407,0.486,9184.90634,0.502,4555.62768,0.519,5507.67784,0.350,121843.82375,0.427,437872.07306,0.694,5342.52485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L15","L15.raw","1/11/2021 6:06:00 PM","236","","YS0500304","","Yuning",0.284,38484.75463,0.376,25187.08500,0.349,122285.95519,0.423,65707.56029,0.401,76815.54145,0.441,20139.50742,0.477,40549.46754,0.350,156469.98673,0.427,157931.78556,0.517,4558.83255,0.578,17825.92610,0.843,5099.52919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M15","M15.raw","1/11/2021 6:07:47 PM","237","","YS0500304","","Yuning",0.282,40358.40539,0.375,16307.91008,0.348,106350.33114,0.423,293672.01439,0.472,115833.56086,0,0,0,0,0.352,173772.96471,0.427,589129.50340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N15","N15.raw","1/11/2021 6:09:34 PM","238","","YS0500304","","Yuning",0.282,36792.12772,0.330,17645.24681,0.349,141756.20755,0.424,358365.24745,0.375,12238.67204,0.476,96661.15827,0.695,9994.39921,0.350,220405.35817,0.427,677884.99193,0.882,7851.75365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O15","O15.raw","1/11/2021 6:11:21 PM","239","","YS0500304","","Yuning",0.282,33563.36562,0.376,14822.71780,0.347,88275.54452,0.424,190308.14385,0.475,50850.12746,0.513,7880.05845,0.546,4411.51690,0.352,143547.39374,0.427,431271.58009,0.562,9826.16038,0.612,11127.22336,0.866,12447.79958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P15","P15.raw","1/11/2021 6:13:08 PM","240","","YS0500304","","Yuning",0.283,37724.08061,0.375,24825.27749,0.348,141211.51325,0.423,439739.89134,0.475,78287.03088,0.858,10097.20731,0,0,0.350,219589.24886,0.427,823817.78565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A16","A16.raw","1/11/2021 6:14:55 PM","241","","YS0500304","","Yuning",0.285,151859.68382,0.329,50651.89294,0.347,98705.55929,0.424,163724.95178,0.490,140781.45951,0.563,12153.75991,0.696,13662.47542,0.352,150648.97703,0.427,359505.61172,0.790,24504.43675,0.884,74384.30153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B16","B16.raw","1/11/2021 6:16:43 PM","242","","YS0500304","","Yuning",0.283,187853.02359,0.330,68671.42216,0.347,107125.37964,0.424,165367.49786,0.390,33056.85508,0.490,37252.59840,0.524,27613.85620,0.350,162610.77453,0.427,382084.12847,0.695,331223.83336,0,0,0,0,0.670,3346.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16","C16.raw","1/11/2021 6:18:30 PM","243","","YS0500304","","Yuning",0.285,58580.55092,0.396,46413.19282,0.348,120691.65941,0.424,355762.68347,0.490,31121.20533,0.544,145945.39442,0.653,14051.04023,0.350,196499.72938,0.427,686253.67511,0.735,53237.36056,0.884,38013.40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662,5129.47726,0,0,0,0,0,0,0,0
"D16","D16.raw","1/11/2021 6:20:17 PM","244","","YS0500304","","Yuning",0.282,55984.22080,0.330,14086.33885,0.347,109704.35516,0.422,85750.82010,0.459,9531.79894,0.479,26869.47961,0.491,24076.44739,0.352,168269.11388,0.427,182163.58423,0.566,105577.87546,0.695,27875.04143,0.791,7602.50264,0,0,0,0,0,0,0,0,0,0,0,0,0.884,11977.96427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E16","E16.raw","1/11/2021 6:22:04 PM","245","","YS0500304","","Yuning",0.284,47662.74966,0.379,16787.33616,0.349,109114.13629,0.425,247143.26619,0.521,7725.32299,0.545,32821.57500,0.589,116301.87781,0.352,186628.69117,0.429,526877.48468,0.651,32647.68690,0.676,18128.56003,0.692,30849.17890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,28547.97229,0,0,0,0
"F16","F16.raw","1/11/2021 6:23:51 PM","246","","YS0500304","","Yuning",0.284,72109.10612,0.329,29371.66686,0.348,118608.92150,0.424,319596.44794,0.491,54456.80788,0.566,8683.37465,0.696,23241.20519,0.352,182817.76331,0.427,658434.28579,0.883,7848.65819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G16","G16.raw","1/11/2021 6:25:38 PM","247","","YS0500304","","Yuning",0.284,49369.76023,0.330,45939.55902,0.349,122845.65192,0.425,159757.61291,0.491,25928.85900,0.547,17705.37209,0.566,25437.33901,0.352,137277.88685,0.427,271457.07058,0.652,85155.48984,0.697,138276.52657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H16","H16.raw","1/11/2021 6:27:25 PM","248","","YS0500304","","Yuning",0.283,45919.80915,0.527,12760.31114,0.348,111701.85545,0.423,212388.53534,0.551,8185.75807,0.652,17372.23544,0.695,49884.12357,0.350,175433.79205,0.427,449581.47002,0.791,57306.12634,0.884,220934.67577,0,0,0,0,0.492,56502.28506,0.496,209071.89810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I16","I16.raw","1/11/2021 6:29:12 PM","249","","YS0500304","","Yuning",0.279,210237.78822,0.330,54608.45534,0.347,112211.25434,0.424,134888.06823,0.370,11485.00532,0.387,12254.89828,0.473,13038.36392,0.350,158193.70415,0.427,280238.62354,0.490,26096.66743,0.553,13793.44620,0.695,315359.55858,0,0,0,0,0,0,0,0,0,0,0,0,0.877,11610.72213,0.666,3602.07544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J16","J16.raw","1/11/2021 6:30:59 PM","250","","YS0500304","","Yuning",0.283,48782.41473,0.331,29074.65264,0.350,76664.68901,0.426,176167.13153,0.493,48196.20228,0.526,14081.95222,0.564,16471.32882,0.354,118068.47321,0.429,421114.06509,0.697,11064.68650,0.793,10313.44530,0.887,82456.46556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K16","K16.raw","1/11/2021 6:32:46 PM","251","","YS0500304","","Yuning",0.281,68101.48895,0.375,6245.72819,0.346,78901.52983,0.422,198910.41832,0.489,23169.38938,0.523,17075.11124,0.557,14507.53412,0.350,135903.88457,0.427,441413.06231,0.694,24627.99227,0.790,5547.88765,0.883,8138.93842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L16","L16.raw","1/11/2021 6:34:32 PM","252","","YS0500304","","Yuning",0.283,38239.86219,0.377,24951.50149,0.349,121335.28678,0.423,144813.68626,0.401,116296.86764,0.575,543640.20814,0.607,142003.32535,0.350,180789.40563,0.427,323046.65305,0.695,12349.88437,0,0,0,0,0,0,0.491,18074.85020,0.496,5171.64021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M16","M16.raw","1/11/2021 6:36:19 PM","253","","YS0500304","","Yuning",0.282,38554.82702,0.489,11716.21518,0.347,133334.85282,0.423,408948.68150,0.524,7260.82406,0.694,10386.55171,0.790,10311.12837,0.352,208094.57805,0.427,765918.84220,0.883,13890.32715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N16","N16.raw","1/11/2021 6:38:06 PM","254","","YS0500304","","Yuning",0.284,37605.72766,0.331,21773.54857,0.349,112348.33722,0.426,234933.57467,0.477,9153.52935,0.527,30405.47398,0.562,25767.57624,0.354,184139.61623,0.429,501281.47460,0.698,26015.98289,0.792,21018.81325,0.885,23657.92269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O16","O16.raw","1/11/2021 6:39:53 PM","255","","YS0500304","","Yuning",0.282,29942.30694,0.329,8449.55298,0.347,58365.94953,0.424,128055.18837,0.491,33504.70987,0.523,8549.04517,0.542,11817.33497,0.352,90481.60047,0.427,265969.16603,0.563,14396.45675,0.653,32107.85784,0.695,29180.16513,0,0,0,0,0,0,0,0,0,0,0,0,0.846,5327.37745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,4101.91289,0,0
"P16","P16.raw","1/11/2021 6:41:40 PM","256","","YS0500304","","Yuning",0.283,35534.84513,0.328,50192.81698,0.347,169291.95388,0.423,406431.59334,0.490,74706.56764,0.550,11803.20606,0.566,105700.93292,0.350,267963.53787,0.427,758896.50744,0.695,33923.56250,0.790,28674.12672,0.883,24303.54838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A17","A17.raw","1/11/2021 6:43:27 PM","257","","YS0500304","","Yuning",0.285,76036.94137,0.323,6451.03227,0.349,96259.64976,0.424,216241.94207,0.477,17166.77049,0.526,18566.24938,0.561,21830.33106,0.352,163876.22885,0.427,419306.45594,0.696,25864.35128,0.791,36591.56333,0.884,57932.63660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B17","B17.raw","1/11/2021 6:45:15 PM","258","","YS0500304","","Yuning",0.282,40250.12852,0.300,84318.74518,0.347,104846.76485,0.422,41888.16913,0.328,67873.63939,0.375,39652.97986,0.526,9284.78222,0.350,177189.97260,0.427,95209.89348,0.695,497212.31427,0.883,10424.67019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17","C17.raw","1/11/2021 6:47:02 PM","259","","YS0500304","","Yuning",0.283,68619.00837,0.397,50217.87135,0.347,106143.43021,0.423,259941.11345,0.471,9777.59180,0.484,15259.35259,0.524,13815.77426,0.352,173496.97884,0.427,516311.94820,0.543,172292.09718,0.695,24079.19442,0.883,12605.71959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D17","D17.raw","1/11/2021 6:48:49 PM","260","","YS0500304","","Yuning",0.282,35886.75737,0.299,61349.89833,0.348,217060.06858,0,0,0.374,32025.82899,0.551,23276.72118,0.670,10126.70349,0.350,188067.52058,0,0,0.695,353633.94438,0.873,12520.86536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,3375.57173,0,0,0,0,0,0,0,0
"E17","E17.raw","1/11/2021 6:50:36 PM","261","","YS0500304","","Yuning",0.284,66396.16873,0.376,48929.41033,0.348,101578.82971,0.424,228652.63368,0.472,16468.34135,0.521,9385.44455,0.544,21434.04830,0.350,189126.16110,0.427,459914.35347,0.587,17140.41671,0.649,25790.58509,0.676,27111.00706,0,0,0,0,0,0,0,0,0,0,0,0,0.690,48100.29854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820,7625.06237,0,0
"F17","F17.raw","1/11/2021 6:52:23 PM","262","","YS0500304","","Yuning",0.284,79768.87082,0.376,235731.41945,0.347,100113.07288,0.423,35825.14373,0.483,11502.89384,0.534,34921.26551,0.695,293559.91068,0.350,168553.33599,0.427,46807.50823,0,0,0,0,0,0,0,0,0,0,0,0,0.383,12858.48585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G17","G17.raw","1/11/2021 6:54:09 PM","263","","YS0500304","","Yuning",0.284,43540.14886,0.301,87783.49670,0.349,122384.61114,0.427,39064.05855,0.376,73130.36669,0.696,204386.53822,0,0,0.352,160073.81610,0.427,13593.99787,0,0,0,0,0,0,0,0,0.488,17833.94631,0.498,19335.92807,0,0,0.381,4058.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H17","H17.raw","1/11/2021 6:55:56 PM","264","","YS0500304","","Yuning",0.285,68156.12885,0.378,42758.34327,0.350,104639.15761,0.425,178234.27496,0.527,82851.54977,0.561,17465.14971,0.656,13697.41058,0.354,183620.34501,0.429,374519.85883,0.696,10630.57388,0.866,5897.05389,0.887,5996.34228,0,0,0.491,11473.07081,0.498,39714.71059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I17","I17.raw","1/11/2021 6:57:43 PM","265","","YS0500304","","Yuning",0.284,86605.10025,0.489,14044.47755,0.349,105025.13041,0.426,161794.45037,0.538,10745.32652,0.697,262233.29990,0,0,0.352,149619.22947,0.429,306287.04506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,3750.83558,0,0,0,0,0,0
"J17","J17.raw","1/11/2021 6:59:30 PM","266","","YS0500304","","Yuning",0.283,56959.73417,0.377,37926.98678,0.347,87577.11105,0.423,139337.58826,0.401,12275.21385,0.483,12880.97430,0.534,20738.04540,0.350,165013.19332,0.427,306415.65940,0.695,22928.36547,0.791,23823.84870,0.883,338365.57688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K17","K17.raw","1/11/2021 7:01:17 PM","267","","YS0500304","","Yuning",0.284,60702.26170,0.378,201378.86084,0.349,74737.06572,0.425,40019.58856,0.484,10102.81565,0.527,101599.10284,0.661,8059.76753,0.354,144145.86175,0.429,74697.63417,0.696,187458.46089,0.793,8091.36481,0.886,11781.92037,0,0,0,0,0,0,0.385,11755.28588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L17","L17.raw","1/11/2021 7:03:03 PM","268","","YS0500304","","Yuning",0.284,48794.33149,0.375,144346.11332,0.348,58995.00884,0.416,18747.41401,0.401,18251.22038,0.577,386464.35991,0.695,8347.62747,0.350,111652.22884,0.427,18283.92582,0,0,0,0,0,0,0,0,0,0,0,0,0.381,10038.05837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M17","M17.raw","1/11/2021 7:04:50 PM","269","","YS0500304","","Yuning",0.282,40810.62227,0.377,49330.90199,0.347,74360.50637,0.423,111143.89867,0.485,4980.81124,0.524,34152.05162,0.560,4067.96644,0.352,135916.02055,0.427,268835.10672,0.695,10836.24106,0.791,5388.94323,0.884,10157.49409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N17","N17.raw","1/11/2021 7:06:36 PM","270","","YS0500304","","Yuning",0.281,28946.56939,0.299,37276.97412,0.346,74257.21194,0.422,24703.10100,0.376,127322.14016,0.527,9420.46670,0.695,291017.61996,0.352,147859.37505,0.427,51034.40030,0.883,8002.72018,0,0,0,0,0,0,0,0,0,0,0,0,0.385,7840.05082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O17","O17.raw","1/11/2021 7:08:22 PM","271","","YS0500304","","Yuning",0.283,31802.67122,0.525,8737.02657,0.349,41773.48313,0.424,73577.85158,0.545,9604.98892,0.648,4267.67534,0.691,37894.61600,0.350,61183.30362,0.427,177193.84541,0.822,4028.70568,0.861,3370.72889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P17","P17.raw","1/11/2021 7:10:09 PM","272","","YS0500304","","Yuning",0.281,30835.41010,0.376,95501.51747,0.348,42075.97359,0.421,17895.86978,0.479,5821.47941,0.524,46681.02119,0.695,122988.58154,0.352,76989.12012,0.427,31419.75605,0.863,5352.42094,0.886,5556.88171,0,0,0,0,0,0,0,0,0.387,5639.06205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A18","A18.raw","1/11/2021 7:11:55 PM","273","","YS0500304","","Yuning",0.283,44273.26119,0.472,12982.09825,0.347,130855.92546,0.423,252589.97851,0.524,9223.19267,0.541,10937.06687,0.561,11330.36149,0.350,206064.98864,0.427,492540.66929,0.695,22404.25513,0.790,24548.58844,0.883,21026.91508,0.668,4545.07467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B18","B18.raw","1/11/2021 7:13:42 PM","274","","YS0500304","","Yuning",0.283,48673.19079,0.329,117972.80205,0.347,120730.26904,0.423,82351.48719,0.369,119107.71936,0.524,40925.72388,0.559,34848.63439,0.350,182139.15778,0.427,213436.51395,0.694,204410.00021,0.790,16806.44236,0.884,20644.99034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18","C18.raw","1/11/2021 7:15:29 PM","275","","YS0500304","","Yuning",0.284,56581.89661,0.398,46818.28026,0.349,121301.15514,0.424,304346.38808,0.474,13863.53507,0.484,19436.61531,0.521,9268.26763,0.352,184676.51903,0.427,636502.12966,0.543,38894.12683,0.560,9634.81881,0.652,12451.08124,0,0,0,0,0,0,0,0,0,0,0,0,0.735,111417.57211,0.666,5018.31241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884,37418.72342,0,0
"D18","D18.raw","1/11/2021 7:17:17 PM","276","","YS0500304","","Yuning",0.283,37882.82986,0.368,35714.43552,0.348,144679.28322,0,0,0.396,20392.91661,0.411,71423.44778,0.448,12641.85213,0.350,204194.00490,0,0,0.467,149928.91572,0.497,14065.06628,0.694,31736.95888,0,0,0,0,0,0,0,0,0,0,0,0,0.790,16553.62990,0,0,0,0,0,0,0.425,5790.93689,0,0,0,0,0,0,0,0,0.883,26005.47644,0,0
"E18","E18.raw","1/11/2021 7:19:03 PM","277","","YS0500304","","Yuning",0.284,57483.97360,0.377,9049.85147,0.348,127142.37712,0.424,212575.11960,0.520,153361.36993,0.588,150580.11835,0.676,71838.23918,0.352,211872.26353,0.427,438073.23728,0.691,40755.53003,0.821,13953.81952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,28371.21707,0,0,0,0,0,0,0,0,0,0,0,0
"F18","F18.raw","1/11/2021 7:20:50 PM","278","","YS0500304","","Yuning",0.285,67233.69481,0.402,6969.41634,0.349,120938.93625,0.425,289497.02976,0.489,29728.12983,0.533,18758.47856,0.675,8252.97132,0.352,206887.13902,0.427,595739.23481,0.695,14250.76448,0.891,6591.81829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G18","G18.raw","1/11/2021 7:22:37 PM","279","","YS0500304","","Yuning",0.283,49454.64540,0.301,9542.73822,0.348,141484.87440,0.425,138333.96028,0.329,90017.21084,0.370,198492.09046,0.487,13931.91852,0.350,189511.33219,0.427,236295.82761,0.520,13289.70468,0.555,9594.98453,0.651,13644.21687,0,0,0,0,0,0,0,0,0,0,0,0,0.696,147590.92935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H18","H18.raw","1/11/2021 7:24:24 PM","280","","YS0500304","","Yuning",0.283,45907.02741,0.469,8140.92577,0.347,117643.75397,0.423,256164.61187,0.528,12262.99149,0.652,20321.50582,0.695,37356.25339,0.350,197718.01119,0.427,521579.19138,0.790,47672.61122,0.883,225872.34016,0,0,0,0,0.486,15256.20846,0.496,44770.46696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,3424.87984,0,0,0,0,0,0
"I18","I18.raw","1/11/2021 7:26:11 PM","281","","YS0500304","","Yuning",0.283,54447.32859,0.330,9829.49014,0.348,61576.94635,0.424,38254.50465,0.371,190031.71723,0.486,6889.15871,0.515,14419.09165,0.350,110291.27205,0.427,93340.55166,0.533,13218.79839,0.694,231921.51001,0.881,13568.74231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J18","J18.raw","1/11/2021 7:28:00 PM","282","","YS0500304","","Yuning",0.284,46363.03009,0.524,19635.04192,0.347,115029.04058,0.423,323070.49600,0.558,19268.92579,0.694,10843.68133,0.790,25971.26993,0.350,182235.81629,0.427,672093.63132,0.883,415722.50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
